story_id	example_id	conclusion	premises	premises-FOL	label	source
309	774	If Mary is either an advocate or a tipped employee, she is an advocate.	['Tipped employees do not get a guaranteed minimum wage.', 'If a person is a white-collar worker, they will get a guaranteed minimum wage (All white-collar workers get a guaranteed minimum wage).', 'All lawyers are white-collar workers.', 'Every advocate is a lawyer.', 'Mary is not a lawyer or a tipped employee.']	['∀x (Tipped(x) → ¬GetMinWage(x))', '∀x (WhiteCollar(x) → GetMinWage(x))', '∀x (Lawyer(x) → WhiteCollar(x))', '∀x (Advocate(x) → Lawyer(x))', '¬Lawyer(mary) ⊕ Tipped(mary)']	True	hyb
76	232	Asa Hoffmann is a New Yorkers.	['Asa Hoffmann was born in New York City.', 'Asa Hoffman lives in Manhattan.', 'Asa Hoffman is a chess player.', 'Some chess players are grandmasters.', 'People born and living in New York City are New Yorkers.', 'People liviing in Manhattan live in New York City.']	['BornIn(asaHoffmann, newyorkcity)', 'LivesIn(asaHoffmann, manhattan)', 'IsChessPlayer(asaHoffmann)', '∃x (IsChestPlayer(x) ∧ IsGrandMaster(x))', '∀x (BornIn(x, newyorkcity) ∧ LivesIn(x, newyorkcity) → IsNewYorker(x))', '∀x (LivesIn(x, manhattan) → LivesIn(x, newyorkcity))']	True	wiki
76	233	Asa Hoffmann is a grandmaster.	['Asa Hoffmann was born in New York City.', 'Asa Hoffman lives in Manhattan.', 'Asa Hoffman is a chess player.', 'Some chess players are grandmasters.', 'People born and living in New York City are New Yorkers.', 'People liviing in Manhattan live in New York City.']	['BornIn(asaHoffmann, newyorkcity)', 'LivesIn(asaHoffmann, manhattan)', 'IsChessPlayer(asaHoffmann)', '∃x (IsChestPlayer(x) ∧ IsGrandMaster(x))', '∀x (BornIn(x, newyorkcity) ∧ LivesIn(x, newyorkcity) → IsNewYorker(x))', '∀x (LivesIn(x, manhattan) → LivesIn(x, newyorkcity))']	Unknown	wiki
76	234	Asa Hoffmann does not live in New York.	['Asa Hoffmann was born in New York City.', 'Asa Hoffman lives in Manhattan.', 'Asa Hoffman is a chess player.', 'Some chess players are grandmasters.', 'People born and living in New York City are New Yorkers.', 'People liviing in Manhattan live in New York City.']	['BornIn(asaHoffmann, newyorkcity)', 'LivesIn(asaHoffmann, manhattan)', 'IsChessPlayer(asaHoffmann)', '∃x (IsChestPlayer(x) ∧ IsGrandMaster(x))', '∀x (BornIn(x, newyorkcity) ∧ LivesIn(x, newyorkcity) → IsNewYorker(x))', '∀x (LivesIn(x, manhattan) → LivesIn(x, newyorkcity))']	False	wiki
313	784	Philip got a Schengen Visa.	['Some of those who apply for a Schengen Visa get it.', 'To apply for a Schengen Visa, you need to provide financial guarantees.', 'If you need to provide financial guarantees, you must request documents from the bank.', 'Do not close your bank account if you request documents from the bank.', 'Philip closed his bank account.']	['∃x (ApplyVisa(x) → GetVisa(x))', '∀x (ApplyVisa(x) → FinancialGuarantees(x))', '∀x (FinancialGuarantees(x) → RequestDocuments(x))', '∀x (RequestDocuments(x) → ¬CloseBankAccount(x))', 'CloseBankAccount(philip)']	Unknown	hyb
313	785	Philip applied for a Schengen Visa and got it.	['Some of those who apply for a Schengen Visa get it.', 'To apply for a Schengen Visa, you need to provide financial guarantees.', 'If you need to provide financial guarantees, you must request documents from the bank.', 'Do not close your bank account if you request documents from the bank.', 'Philip closed his bank account.']	['∃x (ApplyVisa(x) → GetVisa(x))', '∀x (ApplyVisa(x) → FinancialGuarantees(x))', '∀x (FinancialGuarantees(x) → RequestDocuments(x))', '∀x (RequestDocuments(x) → ¬CloseBankAccount(x))', 'CloseBankAccount(philip)']	False	hyb
313	786	If Philip did not request documents from the bank or get a Schengen Visa, he didn’t apply for a Schengen Visa.	['Some of those who apply for a Schengen Visa get it.', 'To apply for a Schengen Visa, you need to provide financial guarantees.', 'If you need to provide financial guarantees, you must request documents from the bank.', 'Do not close your bank account if you request documents from the bank.', 'Philip closed his bank account.']	['∃x (ApplyVisa(x) → GetVisa(x))', '∀x (ApplyVisa(x) → FinancialGuarantees(x))', '∀x (FinancialGuarantees(x) → RequestDocuments(x))', '∀x (RequestDocuments(x) → ¬CloseBankAccount(x))', 'CloseBankAccount(philip)']	True	hyb
296	745	No fears lead to terror.	['Some fears lead to anxiety.', 'Some anxiety leads to terror.']	['∃x (Fear(x) ∧ Anxiety(x))', '∃x (Anxiety(x) ∧ Terror(x))']	Unknown	wiki
208	598	Lake Erie has a major settlement.	['The Great Lakes are Lake Superior, Lake Michigan, Lake Huron, Lake Erie, and Lake Ontario.', 'Some major settlements of Lake Erie are in NY, PA, OH, and MI.', 'NY, PA, OH, MI are states in the US.', 'ON is a state of Canada.', 'There is a major settlement of Lake Huron in ON. ', 'All states are in their country.', 'The US is in North America.', 'The Great Lakes began to form at the end of the Last Glacial Period.']	['∀x (GreatLake(x) → Superior(x) ∨ Michigan(x) ∨ Huron(x) ∨ Erie(x) ∨ Ontario(x))', '∃x ∀y (Erie(y) ∧ MajorSettlementOf(x, y) ∧ In(x, ny) ∨ In(x, pa) ∨ In(x, oh) ∨ In(x, mi))', 'State(ny, us) ∧ State(pa, us) ∧ State(oh, us) ∧ State(mi, us)', 'State(on, canada)', '∃x ∀y (Huron(y) ∧ MajorSettlementOf(x, y) ∧ In(x, on))', '∀x ∀y (State(x, y) → In(x, y))', 'In(us, northamerica)', '∀x (GreatLake(x) → FormAtEndOf(x, lastglacialperiod))']	True	wiki
208	599	There is a great lake that did not form at the end of the Last Glacial Period.	['The Great Lakes are Lake Superior, Lake Michigan, Lake Huron, Lake Erie, and Lake Ontario.', 'Some major settlements of Lake Erie are in NY, PA, OH, and MI.', 'NY, PA, OH, MI are states in the US.', 'ON is a state of Canada.', 'There is a major settlement of Lake Huron in ON. ', 'All states are in their country.', 'The US is in North America.', 'The Great Lakes began to form at the end of the Last Glacial Period.']	['∀x (GreatLake(x) → Superior(x) ∨ Michigan(x) ∨ Huron(x) ∨ Erie(x) ∨ Ontario(x))', '∃x ∀y (Erie(y) ∧ MajorSettlementOf(x, y) ∧ In(x, ny) ∨ In(x, pa) ∨ In(x, oh) ∨ In(x, mi))', 'State(ny, us) ∧ State(pa, us) ∧ State(oh, us) ∧ State(mi, us)', 'State(on, canada)', '∃x ∀y (Huron(y) ∧ MajorSettlementOf(x, y) ∧ In(x, on))', '∀x ∀y (State(x, y) → In(x, y))', 'In(us, northamerica)', '∀x (GreatLake(x) → FormAtEndOf(x, lastglacialperiod))']	False	wiki
325	836	Stephen Curry is a professional basketball player.	['All defenders are soccer players.', 'No soccer players are professional basketball players.', 'All centerbacks are defenders.', 'All NBA players are professional basketball players.', 'If Stephen Curry is not an NBA player, then Stephen Curry is not an NBA player or a soccer player.']	['∀x (Defender(x) → SoccerPlayer(x))', '∀x (SoccerPlayer(x) → ¬ProfessionalBasketballPlayer(x))', '∀x (CenterBack(x) → Defender(x))', '∀x (NBAPlayer(x) → ProfessionalBasketballPlayer(x))', '¬NBAPlayer(stephencurry) → ¬(NBAPlayer(stephencurry) ⊕ SoccerPlayer(stephencurry))']	Unknown	hyb
325	837	Stephen Curry is a centerback.	['All defenders are soccer players.', 'No soccer players are professional basketball players.', 'All centerbacks are defenders.', 'All NBA players are professional basketball players.', 'If Stephen Curry is not an NBA player, then Stephen Curry is not an NBA player or a soccer player.']	['∀x (Defender(x) → SoccerPlayer(x))', '∀x (SoccerPlayer(x) → ¬ProfessionalBasketballPlayer(x))', '∀x (CenterBack(x) → Defender(x))', '∀x (NBAPlayer(x) → ProfessionalBasketballPlayer(x))', '¬NBAPlayer(stephencurry) → ¬(NBAPlayer(stephencurry) ⊕ SoccerPlayer(stephencurry))']	False	hyb
325	838	Stephen Curry is not a centerback.	['All defenders are soccer players.', 'No soccer players are professional basketball players.', 'All centerbacks are defenders.', 'All NBA players are professional basketball players.', 'If Stephen Curry is not an NBA player, then Stephen Curry is not an NBA player or a soccer player.']	['∀x (Defender(x) → SoccerPlayer(x))', '∀x (SoccerPlayer(x) → ¬ProfessionalBasketballPlayer(x))', '∀x (CenterBack(x) → Defender(x))', '∀x (NBAPlayer(x) → ProfessionalBasketballPlayer(x))', '¬NBAPlayer(stephencurry) → ¬(NBAPlayer(stephencurry) ⊕ SoccerPlayer(stephencurry))']	True	hyb
31	90	Thomas Gilovich proposed naive cynicism.	['Naive cynicism was proposed by Justin Kruger and a colleague.', 'Thomas Gilovich is a colleague of Justin Kruger. ', 'Naive cynicism is a philosophy of mind.']	['Proposed(justinKruger, naiveCynicism) ∧ Proposed(colleagueOfJustinKruger, naiveCynicism) ', 'Colleague(thomasGilovich, justinKruger)', 'PhilosophyOfMind(naiveCynicism)']	Unknown	wiki
31	91	Justin Kruger propose a philosophy of mind.	['Naive cynicism was proposed by Justin Kruger and a colleague.', 'Thomas Gilovich is a colleague of Justin Kruger. ', 'Naive cynicism is a philosophy of mind.']	['Proposed(justinKruger, naiveCynicism) ∧ Proposed(colleagueOfJustinKruger, naiveCynicism) ', 'Colleague(thomasGilovich, justinKruger)', 'PhilosophyOfMind(naiveCynicism)']	True	wiki
31	92	Thomas Gilovich worked on philiophies of mind.	['Naive cynicism was proposed by Justin Kruger and a colleague.', 'Thomas Gilovich is a colleague of Justin Kruger. ', 'Naive cynicism is a philosophy of mind.']	['Proposed(justinKruger, naiveCynicism) ∧ Proposed(colleagueOfJustinKruger, naiveCynicism) ', 'Colleague(thomasGilovich, justinKruger)', 'PhilosophyOfMind(naiveCynicism)']	Unknown	wiki
129	383	At least two people who have won the Turing Award worked in the field of artificial intelligence.	['', 'The Turing Award has been awarded to Donald Knuth, Marvin Minsky, Richard Hamming and John McCarthy. ', 'Donald Knuth made major contributions to the analysis of algorithms.', 'Marvin Minsky is recognized by his contributions to the field of artificial intelligence.', 'Richard Hamming did research on numerical methods.', 'John McCarthy had a central role in creating and shaping the field of artificial inteligence. ']	['', 'TuringAwarded(donaldKnuth) ∧ TuringAwarded(marvinMinsky) ∧ TuringAwarded(richardHamming) ∧ TuringAwarded(johnMccarthy)', 'ContributedTo(donaldKnuth, algorithms)', 'ContributedTo(marvinMinsky, ai)', 'ContributedTo(richardHamming, numericalMethods)', 'ContributedTo(johnMccarthy, ai)']	True	wiki
129	384	At least two people who worked in the field of artificial intelligence have won the Turing Award.	['', 'The Turing Award has been awarded to Donald Knuth, Marvin Minsky, Richard Hamming and John McCarthy. ', 'Donald Knuth made major contributions to the analysis of algorithms.', 'Marvin Minsky is recognized by his contributions to the field of artificial intelligence.', 'Richard Hamming did research on numerical methods.', 'John McCarthy had a central role in creating and shaping the field of artificial inteligence. ']	['', 'TuringAwarded(donaldKnuth) ∧ TuringAwarded(marvinMinsky) ∧ TuringAwarded(richardHamming) ∧ TuringAwarded(johnMccarthy)', 'ContributedTo(donaldKnuth, algorithms)', 'ContributedTo(marvinMinsky, ai)', 'ContributedTo(richardHamming, numericalMethods)', 'ContributedTo(johnMccarthy, ai)']	True	wiki
129	385	Only one people who have won the Turing Award made significant contributions to the analysis of algorithms.	['', 'The Turing Award has been awarded to Donald Knuth, Marvin Minsky, Richard Hamming and John McCarthy. ', 'Donald Knuth made major contributions to the analysis of algorithms.', 'Marvin Minsky is recognized by his contributions to the field of artificial intelligence.', 'Richard Hamming did research on numerical methods.', 'John McCarthy had a central role in creating and shaping the field of artificial inteligence. ']	['', 'TuringAwarded(donaldKnuth) ∧ TuringAwarded(marvinMinsky) ∧ TuringAwarded(richardHamming) ∧ TuringAwarded(johnMccarthy)', 'ContributedTo(donaldKnuth, algorithms)', 'ContributedTo(marvinMinsky, ai)', 'ContributedTo(richardHamming, numericalMethods)', 'ContributedTo(johnMccarthy, ai)']	Unknown	wiki
129	386	No Turing Award winners worked in the field of numerical methods.	['', 'The Turing Award has been awarded to Donald Knuth, Marvin Minsky, Richard Hamming and John McCarthy. ', 'Donald Knuth made major contributions to the analysis of algorithms.', 'Marvin Minsky is recognized by his contributions to the field of artificial intelligence.', 'Richard Hamming did research on numerical methods.', 'John McCarthy had a central role in creating and shaping the field of artificial inteligence. ']	['', 'TuringAwarded(donaldKnuth) ∧ TuringAwarded(marvinMinsky) ∧ TuringAwarded(richardHamming) ∧ TuringAwarded(johnMccarthy)', 'ContributedTo(donaldKnuth, algorithms)', 'ContributedTo(marvinMinsky, ai)', 'ContributedTo(richardHamming, numericalMethods)', 'ContributedTo(johnMccarthy, ai)']	False	wiki
429	1224	2Sum is an easy Leetcode problem.	['No easy Leetcode problems have an AC rate lower than 20 percent. ', 'All Leetcode problems recommended to novices are easy.                                                                                                       ', 'Leetcode problems either have an AC rate lower than 20 percent or are starred by more than 1 thousand users. ', 'All hard Leetcode problems are starred by more than 1 thousand users. ', 'No Leetcode problems published after 2022 are starred by more than 1 thousand users. ', '2Sum is not recommended to novices and hard. ', '4Sum is either starred by more than 1 thousand users and published after 2022, or neither starred by more than 1 thousand users nor published after 2022. ']	['∀x (Easy(x) → ¬LowerAC(x))', '∀x (Recommended(x) → Easy(x))', '∀x (LowerAC(x) ⊕ Starred(x))', '∀x (Hard(x) → Starred(x))', '∀x (PublishedAfter2022(x) → ¬Starred(x))', '¬(Recommended(twosum) ∧ Hard(twosum))', '¬(Starred(foursum) ⊕ PublishedAfter2022(foursum))']	Unknown	hyb
429	1225	2Sum is not an easy Leetcode problem.	['No easy Leetcode problems have an AC rate lower than 20 percent. ', 'All Leetcode problems recommended to novices are easy.                                                                                                       ', 'Leetcode problems either have an AC rate lower than 20 percent or are starred by more than 1 thousand users. ', 'All hard Leetcode problems are starred by more than 1 thousand users. ', 'No Leetcode problems published after 2022 are starred by more than 1 thousand users. ', '2Sum is not recommended to novices and hard. ', '4Sum is either starred by more than 1 thousand users and published after 2022, or neither starred by more than 1 thousand users nor published after 2022. ']	['∀x (Easy(x) → ¬LowerAC(x))', '∀x (Recommended(x) → Easy(x))', '∀x (LowerAC(x) ⊕ Starred(x))', '∀x (Hard(x) → Starred(x))', '∀x (PublishedAfter2022(x) → ¬Starred(x))', '¬(Recommended(twosum) ∧ Hard(twosum))', '¬(Starred(foursum) ⊕ PublishedAfter2022(foursum))']	Unknown	hyb
429	1226	4Sum is a Leetcode problem recommended to the novice or is hard.	['No easy Leetcode problems have an AC rate lower than 20 percent. ', 'All Leetcode problems recommended to novices are easy.                                                                                                       ', 'Leetcode problems either have an AC rate lower than 20 percent or are starred by more than 1 thousand users. ', 'All hard Leetcode problems are starred by more than 1 thousand users. ', 'No Leetcode problems published after 2022 are starred by more than 1 thousand users. ', '2Sum is not recommended to novices and hard. ', '4Sum is either starred by more than 1 thousand users and published after 2022, or neither starred by more than 1 thousand users nor published after 2022. ']	['∀x (Easy(x) → ¬LowerAC(x))', '∀x (Recommended(x) → Easy(x))', '∀x (LowerAC(x) ⊕ Starred(x))', '∀x (Hard(x) → Starred(x))', '∀x (PublishedAfter2022(x) → ¬Starred(x))', '¬(Recommended(twosum) ∧ Hard(twosum))', '¬(Starred(foursum) ⊕ PublishedAfter2022(foursum))']	False	hyb
429	1227	4Sum is neither a 2Sum Leetcode problem recommended to the novice nor a Leetcode problem that's hard.	['No easy Leetcode problems have an AC rate lower than 20 percent. ', 'All Leetcode problems recommended to novices are easy.                                                                                                       ', 'Leetcode problems either have an AC rate lower than 20 percent or are starred by more than 1 thousand users. ', 'All hard Leetcode problems are starred by more than 1 thousand users. ', 'No Leetcode problems published after 2022 are starred by more than 1 thousand users. ', '2Sum is not recommended to novices and hard. ', '4Sum is either starred by more than 1 thousand users and published after 2022, or neither starred by more than 1 thousand users nor published after 2022. ']	['∀x (Easy(x) → ¬LowerAC(x))', '∀x (Recommended(x) → Easy(x))', '∀x (LowerAC(x) ⊕ Starred(x))', '∀x (Hard(x) → Starred(x))', '∀x (PublishedAfter2022(x) → ¬Starred(x))', '¬(Recommended(twosum) ∧ Hard(twosum))', '¬(Starred(foursum) ⊕ PublishedAfter2022(foursum))']	True	hyb
105	319	Show your love wasn't written by a member of a boy band.	['Show Your Love is a song recorded by the South Korean boy band BtoB 4u.', 'The lead single of the extended play Inside is Show Your Love.', 'Show Your Love contains a hopeful message.', 'BtoB 4u member Hyunsik wrote Show Your Love.', 'There is a music video for Show Your Love.']	['Song(showyourlove) ∧ RecordedBy(showyourlove, btob4u) ∧ SouthKorean(btob4u) ∧ BoyBand(btob4u)', 'ExtendedPlay(inside) ∧ LeadSingle(showyourlove) ∧ LeadSingleOf(showyourlove, inside)', 'Contains(showyourlove, hopefulmessage)', 'Member(hyunsik, btob4u) ∧ Wrote(hyunsik, showyourlove)', 'HasMusicVideo(showyourlove)']	False	wiki
105	320	A lead single of inside contains a a hopeful message.	['Show Your Love is a song recorded by the South Korean boy band BtoB 4u.', 'The lead single of the extended play Inside is Show Your Love.', 'Show Your Love contains a hopeful message.', 'BtoB 4u member Hyunsik wrote Show Your Love.', 'There is a music video for Show Your Love.']	['Song(showyourlove) ∧ RecordedBy(showyourlove, btob4u) ∧ SouthKorean(btob4u) ∧ BoyBand(btob4u)', 'ExtendedPlay(inside) ∧ LeadSingle(showyourlove) ∧ LeadSingleOf(showyourlove, inside)', 'Contains(showyourlove, hopefulmessage)', 'Member(hyunsik, btob4u) ∧ Wrote(hyunsik, showyourlove)', 'HasMusicVideo(showyourlove)']	True	wiki
105	321	Hyunsik is Korean.	['Show Your Love is a song recorded by the South Korean boy band BtoB 4u.', 'The lead single of the extended play Inside is Show Your Love.', 'Show Your Love contains a hopeful message.', 'BtoB 4u member Hyunsik wrote Show Your Love.', 'There is a music video for Show Your Love.']	['Song(showyourlove) ∧ RecordedBy(showyourlove, btob4u) ∧ SouthKorean(btob4u) ∧ BoyBand(btob4u)', 'ExtendedPlay(inside) ∧ LeadSingle(showyourlove) ∧ LeadSingleOf(showyourlove, inside)', 'Contains(showyourlove, hopefulmessage)', 'Member(hyunsik, btob4u) ∧ Wrote(hyunsik, showyourlove)', 'HasMusicVideo(showyourlove)']	Unknown	wiki
290	739	Some furniture are round.	['All tables are round.', 'Some furniture are tables.']	['∀x (Table(x) → Round(x))', '∃x (Furniture(x) ∧ Table(x))']	True	wiki
267	716	Some maladjusted individuals are products of broken homes.	['All juvenile delinquents are maladjusted individuals.', 'Some juvenile delinquents are products of broken homes.']	['∀x (JuvenileDelinquent(x) → MaladjustedIndividual(x))', '∃x (JuvenileDelinquent(x)  ∧ ProductOfBrokenHome(x))']	True	wiki
398	1089	Multivoxel (pattern) analysis is a brain decoding.	['Either brain reading or brain decoding. ', 'All brain decoding is extracting information from BOLD signals.', 'No extracting information from BOLD signals is without statistical pattern analysis. ', 'Writing a novel is without statistical pattern analysis.', 'If multivoxel (pattern) analysis is without statistical pattern analysis and a brain reading, then multivoxel (pattern) analysis is without statistical pattern analysis and brain decoding.']	['∀x (BrainReading(x) ∨ BrainDecoding(x)) ', '∀x (BrainDecoding(x) → ExtractingInformationFromBOLDSignals(x))', '∀x (ExtractingInformationFromBOLDSignals(x) → ¬WithoutStatisticalPatternAnalysis(x))', '∀x (WritingANovel(x) → WithoutStatisticalPatternAnalysis(x)) ', 'WithoutStatisticalPatternAnalysis(multivoxelPatternAnalysis) ∧ BrainReading(multivoxelPatternAnalysis) → WithoutStatisticalPatternAnalysis(multivoxelPatternAnalysis) ∧ BrainDecoding(multivoxelPatternAnalysis)']	Unknown	hyb
398	1090	Multivoxel (pattern) analysis is the writing of a novel.	['Either brain reading or brain decoding. ', 'All brain decoding is extracting information from BOLD signals.', 'No extracting information from BOLD signals is without statistical pattern analysis. ', 'Writing a novel is without statistical pattern analysis.', 'If multivoxel (pattern) analysis is without statistical pattern analysis and a brain reading, then multivoxel (pattern) analysis is without statistical pattern analysis and brain decoding.']	['∀x (BrainReading(x) ∨ BrainDecoding(x)) ', '∀x (BrainDecoding(x) → ExtractingInformationFromBOLDSignals(x))', '∀x (ExtractingInformationFromBOLDSignals(x) → ¬WithoutStatisticalPatternAnalysis(x))', '∀x (WritingANovel(x) → WithoutStatisticalPatternAnalysis(x)) ', 'WithoutStatisticalPatternAnalysis(multivoxelPatternAnalysis) ∧ BrainReading(multivoxelPatternAnalysis) → WithoutStatisticalPatternAnalysis(multivoxelPatternAnalysis) ∧ BrainDecoding(multivoxelPatternAnalysis)']	False	hyb
398	1091	Multivoxel (pattern) analysis is without statistical pattern analysis and writing a novel.	['Either brain reading or brain decoding. ', 'All brain decoding is extracting information from BOLD signals.', 'No extracting information from BOLD signals is without statistical pattern analysis. ', 'Writing a novel is without statistical pattern analysis.', 'If multivoxel (pattern) analysis is without statistical pattern analysis and a brain reading, then multivoxel (pattern) analysis is without statistical pattern analysis and brain decoding.']	['∀x (BrainReading(x) ∨ BrainDecoding(x)) ', '∀x (BrainDecoding(x) → ExtractingInformationFromBOLDSignals(x))', '∀x (ExtractingInformationFromBOLDSignals(x) → ¬WithoutStatisticalPatternAnalysis(x))', '∀x (WritingANovel(x) → WithoutStatisticalPatternAnalysis(x)) ', 'WithoutStatisticalPatternAnalysis(multivoxelPatternAnalysis) ∧ BrainReading(multivoxelPatternAnalysis) → WithoutStatisticalPatternAnalysis(multivoxelPatternAnalysis) ∧ BrainDecoding(multivoxelPatternAnalysis)']	False	hyb
398	1092	Multivoxel (pattern) analysis is without statistical pattern analysis or writing a novel.	['Either brain reading or brain decoding. ', 'All brain decoding is extracting information from BOLD signals.', 'No extracting information from BOLD signals is without statistical pattern analysis. ', 'Writing a novel is without statistical pattern analysis.', 'If multivoxel (pattern) analysis is without statistical pattern analysis and a brain reading, then multivoxel (pattern) analysis is without statistical pattern analysis and brain decoding.']	['∀x (BrainReading(x) ∨ BrainDecoding(x)) ', '∀x (BrainDecoding(x) → ExtractingInformationFromBOLDSignals(x))', '∀x (ExtractingInformationFromBOLDSignals(x) → ¬WithoutStatisticalPatternAnalysis(x))', '∀x (WritingANovel(x) → WithoutStatisticalPatternAnalysis(x)) ', 'WithoutStatisticalPatternAnalysis(multivoxelPatternAnalysis) ∧ BrainReading(multivoxelPatternAnalysis) → WithoutStatisticalPatternAnalysis(multivoxelPatternAnalysis) ∧ BrainDecoding(multivoxelPatternAnalysis)']	False	hyb
398	1093	Multivoxel (pattern) analysis is either without statistical pattern analysis or writing a novel.	['Either brain reading or brain decoding. ', 'All brain decoding is extracting information from BOLD signals.', 'No extracting information from BOLD signals is without statistical pattern analysis. ', 'Writing a novel is without statistical pattern analysis.', 'If multivoxel (pattern) analysis is without statistical pattern analysis and a brain reading, then multivoxel (pattern) analysis is without statistical pattern analysis and brain decoding.']	['∀x (BrainReading(x) ∨ BrainDecoding(x)) ', '∀x (BrainDecoding(x) → ExtractingInformationFromBOLDSignals(x))', '∀x (ExtractingInformationFromBOLDSignals(x) → ¬WithoutStatisticalPatternAnalysis(x))', '∀x (WritingANovel(x) → WithoutStatisticalPatternAnalysis(x)) ', 'WithoutStatisticalPatternAnalysis(multivoxelPatternAnalysis) ∧ BrainReading(multivoxelPatternAnalysis) → WithoutStatisticalPatternAnalysis(multivoxelPatternAnalysis) ∧ BrainDecoding(multivoxelPatternAnalysis)']	False	hyb
398	1094	If multivoxel (pattern) analysis is writing a novel, then multivoxel (pattern) analysis is neither without statistical pattern analysis nor writing a novel.	['Either brain reading or brain decoding. ', 'All brain decoding is extracting information from BOLD signals.', 'No extracting information from BOLD signals is without statistical pattern analysis. ', 'Writing a novel is without statistical pattern analysis.', 'If multivoxel (pattern) analysis is without statistical pattern analysis and a brain reading, then multivoxel (pattern) analysis is without statistical pattern analysis and brain decoding.']	['∀x (BrainReading(x) ∨ BrainDecoding(x)) ', '∀x (BrainDecoding(x) → ExtractingInformationFromBOLDSignals(x))', '∀x (ExtractingInformationFromBOLDSignals(x) → ¬WithoutStatisticalPatternAnalysis(x))', '∀x (WritingANovel(x) → WithoutStatisticalPatternAnalysis(x)) ', 'WithoutStatisticalPatternAnalysis(multivoxelPatternAnalysis) ∧ BrainReading(multivoxelPatternAnalysis) → WithoutStatisticalPatternAnalysis(multivoxelPatternAnalysis) ∧ BrainDecoding(multivoxelPatternAnalysis)']	True	hyb
212	609	Allison has room for broccoli.	['If you have room for dessert, you have room for broccoli.', "Everyone at Luis's dinner party has room for dessert, including Luis.", 'Mauricia does not have room for broccoli.', "Luis's dinner party is the first ever dinner party that Allison has attended.", 'Gustave has room for both broccoli and asparagus.', 'Broccoli and asparagus are both vegetables.']	['∀x (RoomFor(x, dessert) → RoomFor(x, broccoli))', '∀x (AtLuisParty(x) → RoomFor(x, dessert))', '¬RoomFor(mauricia, broccoli)', 'FirstDinnerParty(allison, luisparty) ∧ AtLuisParty(allison)', 'RoomFor(gustave, broccoli) ∧ RoomFor(gustave, asparagus)', 'Vegetable(broccoli) ∧ Vegetable(asparagus)']	True	wiki
212	610	Mauricia is at Luis's dinner party.	['If you have room for dessert, you have room for broccoli.', "Everyone at Luis's dinner party has room for dessert, including Luis.", 'Mauricia does not have room for broccoli.', "Luis's dinner party is the first ever dinner party that Allison has attended.", 'Gustave has room for both broccoli and asparagus.', 'Broccoli and asparagus are both vegetables.']	['∀x (RoomFor(x, dessert) → RoomFor(x, broccoli))', '∀x (AtLuisParty(x) → RoomFor(x, dessert))', '¬RoomFor(mauricia, broccoli)', 'FirstDinnerParty(allison, luisparty) ∧ AtLuisParty(allison)', 'RoomFor(gustave, broccoli) ∧ RoomFor(gustave, asparagus)', 'Vegetable(broccoli) ∧ Vegetable(asparagus)']	False	wiki
212	611	Gustav has room for dessert.	['If you have room for dessert, you have room for broccoli.', "Everyone at Luis's dinner party has room for dessert, including Luis.", 'Mauricia does not have room for broccoli.', "Luis's dinner party is the first ever dinner party that Allison has attended.", 'Gustave has room for both broccoli and asparagus.', 'Broccoli and asparagus are both vegetables.']	['∀x (RoomFor(x, dessert) → RoomFor(x, broccoli))', '∀x (AtLuisParty(x) → RoomFor(x, dessert))', '¬RoomFor(mauricia, broccoli)', 'FirstDinnerParty(allison, luisparty) ∧ AtLuisParty(allison)', 'RoomFor(gustave, broccoli) ∧ RoomFor(gustave, asparagus)', 'Vegetable(broccoli) ∧ Vegetable(asparagus)']	Unknown	wiki
43	124	Some rock band has a songwriter.	['Imagine Dragons is an American pop rock band.', 'The lead singer of Imagine Dragons is Dan.', 'Dan is also a songwriter.', 'All lead singers are singers.', 'All singers are musicians.', 'Demons is one of the most popular singles of Imagine Dragons.', 'Some singles of Imagine Dragons have been on Billboard Hot 100.']	['American(imagineDragon) ∧ RockBand(imagineDragon)', 'LeadSinger(imagineDragon, dan)', 'SongWriter(dan)', '∀x ∀y (LeadSinger(x, y) → Singer(y))', '∀x (Singer(x) → Musician(x))', 'PopularSingle(imagineDragon, demons)', '∃x (PopularSingle(imagineDragon, x) ∧ BillboardHot100(x))']	True	wiki
43	125	Dan is not a musician.	['Imagine Dragons is an American pop rock band.', 'The lead singer of Imagine Dragons is Dan.', 'Dan is also a songwriter.', 'All lead singers are singers.', 'All singers are musicians.', 'Demons is one of the most popular singles of Imagine Dragons.', 'Some singles of Imagine Dragons have been on Billboard Hot 100.']	['American(imagineDragon) ∧ RockBand(imagineDragon)', 'LeadSinger(imagineDragon, dan)', 'SongWriter(dan)', '∀x ∀y (LeadSinger(x, y) → Singer(y))', '∀x (Singer(x) → Musician(x))', 'PopularSingle(imagineDragon, demons)', '∃x (PopularSingle(imagineDragon, x) ∧ BillboardHot100(x))']	False	wiki
